"id_prestador","ds_situacao","ds_tipo_pessoa","nm_prestador","ds_municipio","ds_estado","dt_inclusao","ds_tipo","ds_classificacao"
2486,"ATIVO","PESSOA JURÍDICA","RODRIGO ZANAO PIRES DA MONÇAO PSICOLOGO","Urupes","SP","2019-06-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2596,"ATIVO","PESSOA JURÍDICA","MARQUES - SERVIÇOS MEDICOS LTDA","Jales","SP","2019-08-21","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2746,"ATIVO","PESSOA JURÍDICA","SANDI MORI RP SERVIÇOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2023-01-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2747,"ATIVO","PESSOA JURÍDICA","POLACCHINI & ORRICO SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2023-01-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2748,"INATIVO","PESSOA JURÍDICA","ANGOLINI E SANTOS SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2023-01-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2493,"ATIVO","PESSOA JURÍDICA","CAPUCO PSIQUIATRIA LTDA","Sao Jose do Rio Preto","SP","2019-01-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2307,"ATIVO","PESSOA JURÍDICA","SOC.DE PSICOL. EDUC. COMPORT.E SAUDE R. PRETO LTDA","Sao Jose do Rio Preto","SP","2019-08-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1792,"INATIVO","PESSOA JURÍDICA","INST. DE RADIODIAGNOSTICO RIO PRETO LTDA","Sao Jose do Rio Preto","SP","1992-02-01","RNC - Demais Serviços - Digitação Manual","Clínica de Imagem"
1956,"INATIVO","PESSOA JURÍDICA","BERGEMANN PRESTACAO DE SERVICOS MEDICOS S/S LTDA","Sao Jose do Rio Preto","SP","2000-04-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2801,"ATIVO","PESSOA JURÍDICA","A. E. LOPES CLINICA EIRELI","Sao Jose do Rio Preto","SP","2022-06-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2802,"ATIVO","PESSOA JURÍDICA","GAZOLA SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2022-06-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2302,"INATIVO","PESSOA JURÍDICA","CLIN. DE FONOAUDIOLOGIA LUCASCLIN LTDA","Sao Jose do Rio Preto","SP","2014-11-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2707,"ATIVO","PESSOA JURÍDICA","BENATI & BENATI CLINICA MEDICA LTDA","Urupes","SP","2022-01-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2051,"INATIVO","PESSOA JURÍDICA","LAB SANTA CLARA","Jaci","SP","2002-12-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Laboratório"
2070,"INATIVO","PESSOA JURÍDICA","NEFROLIFE CLIN MED E NEFROLOGIA LTDA","Sao Jose do Rio Preto","SP","2004-02-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2072,"INATIVO","PESSOA JURÍDICA","PIRES & FABBRI S/C LTDA","Potirendaba","SP","2004-04-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2100,"INATIVO","PESSOA JURÍDICA","CLIN. REUMATOLOGICA BUFFULIN S/S LTDA","Sao Jose do Rio Preto","SP","2005-07-15","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1998,"INATIVO","PESSOA JURÍDICA","CISS","Sao Jose do Rio Preto","SP","2008-03-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2245,"INATIVO","PESSOA JURÍDICA","CLINICA MEDICA ANTUNES LTDA","Sao Jose do Rio Preto","SP","2011-08-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2259,"INATIVO","PESSOA JURÍDICA","ONCOVIVAS SERVICOS MEDICOS E ODONT. LTDA","Sao Jose do Rio Preto","SP","2012-04-09","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2294,"INATIVO","PESSOA JURÍDICA","CLINICA MEDICA TARGAS LTDA","Sao Jose do Rio Preto","SP","2012-12-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2332,"INATIVO","PESSOA JURÍDICA","DANIELA FERNANDA NUNES NOVO BRITO EIRELI - ME","Buritama","SP","2019-04-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2713,"INATIVO","PESSOA JURÍDICA","MULTI-X CENTRO DE DIAGNOSTICO LTDA","Frutal","MG","2022-07-15","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica de Imagem"
2776,"ATIVO","PESSOA JURÍDICA","BURGOS E COSTA SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2023-03-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2775,"ATIVO","PESSOA JURÍDICA","CARDIORENAL SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2023-03-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2761,"INATIVO","PESSOA JURÍDICA","MACHADO E PIACENTI CLINICA MEDICA LTDA","Sao Jose do Rio Preto","SP","2023-02-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2762,"ATIVO","PESSOA JURÍDICA","ESPACO CONECTA KIDS INTERVENCAO COMPORTAMENTAL LTDA","Sao Jose do Rio Preto","SP","2023-02-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2130,"ATIVO","PESSOA JURÍDICA","SEBA CLINICA MEDICA RIO PRETO LTDA","Sao Jose do Rio Preto","SP","2015-05-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2303,"INATIVO","PESSOA JURÍDICA","FIRMED SERVICOS MEDICOS RIO PRETO LTDA","Bady Bassitt","SP","2014-11-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2796,"ATIVO","PESSOA JURÍDICA","LABORATORIO PENAPOLIS","Penapolis","SP","2022-04-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Laboratório"
2797,"ATIVO","PESSOA JURÍDICA","CENTER VIDA ANALISES CLINICAS LTDA","Avanhandava","SP","2022-04-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Laboratório"
2764,"ATIVO","PESSOA JURÍDICA","NEIGLENE FATIMA DE SOUZA PASSARINI LTDA","Sao Jose do Rio Preto","SP","2023-04-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2767,"ATIVO","PESSOA JURÍDICA","INSTITUTO INTENSE PSICOLOGIA E SAUDE LTDA","Sao Jose do Rio Preto","SP","2022-12-02","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2770,"ATIVO","PESSOA JURÍDICA","NOELI APARECIDA FARIA E CIA LTDA","Sao Jose do Rio Preto","SP","2022-12-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2158,"ATIVO","PESSOA JURÍDICA","FLANA SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2016-01-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2426,"ATIVO","PESSOA JURÍDICA","PRO LIFE SERVICOS MEDICOS LTDA","Frutal","MG","2016-08-05","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
1896,"INATIVO","PESSOA JURÍDICA","CLIMED CLINICA MEDICA LTDA","Sao Jose do Rio Preto","SP","2001-04-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1915,"INATIVO","PESSOA JURÍDICA","GARCIA & GARRETANO  LTDA","Sao Jose do Rio Preto","SP","2002-06-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1818,"INATIVO","PESSOA JURÍDICA","CAMED-CTRO DE ASSIST. MED.AMB AURIFLAMA S/C LTDA","Auriflama","SP","2000-05-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1774,"INATIVO","PESSOA JURÍDICA","CLINICA CARVALHO  LTDA","Nhandeara","SP","1995-10-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1957,"ATIVO","PESSOA JURÍDICA","CLINICA CARVALHO  LTDA","Nhandeara","SP","2000-04-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1962,"INATIVO","PESSOA JURÍDICA","CLINICA CASTILHO S/C LTDA","Tanabi","SP","2000-04-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2522,"ATIVO","PESSOA JURÍDICA","CLINICA MEDICA DR. AMERICO EIRELI","Sao Jose do Rio Preto","SP","2021-09-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2534,"ATIVO","PESSOA JURÍDICA","JOUDATT & TAUYR SERVICOS MEDICOS S/S","Sao Jose do Rio Preto","SP","2021-07-28","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2817,"INATIVO","PESSOA JURÍDICA","CENTRO DE FISIOTERAPIA TOPFISIO LTDA","Iturama","MG","2021-11-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2814,"ATIVO","PESSOA JURÍDICA","LAIANY ROCHA QUEIROZ SOUZA LTDA","Limeira do Oeste","MG","2021-11-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2068,"INATIVO","PESSOA JURÍDICA","CLIN.MEDICA CONSTANTINO CUGINOTTI JR","Sao Jose do Rio Preto","SP","2004-02-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2077,"ATIVO","PESSOA JURÍDICA","CLIN. DE FRATURAS RIO PRETO S/S LTDA","Mirassol","SP","2004-06-24","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2078,"ATIVO","PESSOA JURÍDICA","A. C. BARBOSA S/S LTDA","Paulo de Faria","SP","2004-06-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Laboratório"
2046,"INATIVO","PESSOA JURÍDICA","CLIN DE FISIOT SAO CAMILO LTDA","Bady Bassitt","SP","2002-11-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica de Fisioterapia"
1965,"ATIVO","PESSOA JURÍDICA","C.M. CLINICA MEDICA LTDA - ME","Sao Jose do Rio Preto","SP","2000-04-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
3563,"ATIVO","PESSOA JURÍDICA","C.M. CLINICA MEDICA LTDA - ME","Sao Jose do Rio Preto","SP","2024-09-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1801,"INATIVO","PESSOA JURÍDICA","CENDOC-CTRO ENDOC.DIAB.E OBES. LTDA","Sao Jose do Rio Preto","SP","2000-04-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1802,"ATIVO","PESSOA JURÍDICA","CLINICA CATTELAN S/S LTDA","Jose Bonifacio","SP","2000-04-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica de Imagem"
1807,"INATIVO","PESSOA JURÍDICA","MULTICLINICA S/C LTDA","Potirendaba","SP","2000-04-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1811,"ATIVO","PESSOA JURÍDICA","CLINICA MONTORO LTDA","Monte Aprazivel","SP","2000-04-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
1911,"ATIVO","PESSOA JURÍDICA","ASSOCIACAO LAR SAO FCO DE ASSIS NA PROV DE DEUS -J","Jaci","SP","2002-10-30","Rede Prestadora Contratualizada - Rio Preto - XML","Hospital"
2043,"ATIVO","PESSOA JURÍDICA","ASSOCIACAO LAR SAO FCO DE ASSIS NA PROV DE DEUS-M","Mirassol","SP","2002-10-30","Rede Prestadora Contratualizada - Rio Preto - XML","Hospital"
2066,"INATIVO","PESSOA JURÍDICA","CLIN. DE OLHOS SAO LUCAS LTDA","Mirassol","SP","2003-11-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2573,"INATIVO","PESSOA JURÍDICA","MARIA CAROLINA ALVES FERREIRA PAIOLA - EIRELI","Monte Aprazivel","SP","2019-12-27","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2545,"ATIVO","PESSOA JURÍDICA","CLINICA SALUTARIS LTDA","Sao Jose do Rio Preto","SP","2020-03-31","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2560,"ATIVO","PESSOA JURÍDICA","CLINICA MEDICA DRA LIVIA A. TOLEDO YUGAR - EIRELI","Nova Granada","SP","2020-05-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2610,"ATIVO","PESSOA JURÍDICA","RAMOS & WOHNRATH MEDICINA LTDA","Mirassol","SP","2019-12-04","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2407,"ATIVO","PESSOA JURÍDICA","CLINICA SAO FRANCISCO DE ASSIS S/C LTDA","Sao Francisco de Sales","MG","2019-11-29","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2376,"ATIVO","PESSOA JURÍDICA","SASDELLI MEDICOS ASSOCIADOS S/S","Barretos","SP","2019-10-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2778,"INATIVO","PESSOA JURÍDICA","ARRUDA & GRANATO SERVICOS MEDICOS S/S","Sao Jose do Rio Preto","SP","2020-05-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2554,"ATIVO","PESSOA JURÍDICA","PETRECA CLINICA MEDICA LTDA","Sao Jose do Rio Preto","SP","2020-11-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2536,"ATIVO","PESSOA JURÍDICA","SCALA GINECOLOGIA E OBSTETRICIA LTDA","Sao Jose do Rio Preto","SP","2020-12-03","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2325,"ATIVO","PESSOA JURÍDICA","JACOB MENEZES SERVICOS MEDICOS EIRELI","Iturama","MG","2019-04-24","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2326,"ATIVO","PESSOA JURÍDICA","JULIA BONISSATO FRATARI","Iturama","MG","2023-05-01","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Terapêutica"
2327,"ATIVO","PESSOA JURÍDICA","NATIELLY FERREIRA QUEIROZ - ME","Iturama","MG","2019-04-24","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Terapêutica"
2318,"ATIVO","PESSOA JURÍDICA","RODRIGO CABRERA CLINICA MEDICA S/S","Sao Jose do Rio Preto","SP","2019-06-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2783,"ATIVO","PESSOA JURÍDICA","CLINICA GERIATRICA INTEGRADA","Barretos","SP","2021-04-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2660,"INATIVO","PESSOA JURÍDICA","UNIDADE DE FISIATRIA LTDA","Sao Jose do Rio Preto","SP","2017-08-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica de Imagem"
2403,"ATIVO","PESSOA JURÍDICA","LUDIMILA APARECIDA DOS SANTOS - ME","Olimpia","SP","2018-06-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2618,"ATIVO","PESSOA JURÍDICA","CLIN. MEDICA DE PEDIATRIA SAO MATHEUS LTDA","Jales","SP","2017-11-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2619,"ATIVO","PESSOA JURÍDICA","VALDEMAR GARCIA LEAL CLINICA -ME","Jales","SP","2017-11-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2659,"INATIVO","PESSOA JURÍDICA","INTEGRAL SAUDE SERVICOS MEDICOS S/S - ME","Sao Jose do Rio Preto","SP","2017-08-30","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2638,"ATIVO","PESSOA JURÍDICA","BELA - SERVIÇOS EM SAUDE S/S LTDA","Fernandopolis","SP","2019-08-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2467,"ATIVO","PESSOA JURÍDICA","DENISE GOULARTE BATISTA - ME","Sao Jose do Rio Preto","SP","2019-08-26","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2601,"INATIVO","PESSOA JURÍDICA","PEDRO GOMES BARBOSA JUNIOR - ME","Fernandopolis","SP","2019-08-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2351,"ATIVO","PESSOA JURÍDICA","CAROLINA R PALUDETTO CELESTRINI-PSICOLOGIA","Olimpia","SP","2018-11-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2647,"ATIVO","PESSOA JURÍDICA","CLINICA DE OLHOS MATHIEL EIRELI","Jales","SP","2018-12-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2508,"INATIVO","PESSOA JURÍDICA","CLINICA DE PSICOLOGIA SOUZA GOMES S/S LTDA","Olimpia","SP","2018-08-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2652,"ATIVO","PESSOA JURÍDICA","MACIEL & CONTE SERVIÇOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2019-01-22","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2435,"INATIVO","PESSOA JURÍDICA","POLICLINICA FRONTEIRA LTDA - ME","Fronteira","MG","2017-04-10","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica de Fisioterapia"
2436,"ATIVO","PESSOA JURÍDICA","CESAT - CENTRO DE SAUDE A. S. TR. LTDA","Frutal","MG","2017-04-18","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2368,"INATIVO","PESSOA JURÍDICA","GARCIA & ALMEIDA CLINICA MEDICA LTDA - ME","Iturama","MG","2018-03-01","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Hospital"
2665,"ATIVO","PESSOA JURÍDICA","M & G ODONTOLOGIA E NUTRIÇAO LTDA","Tanabi","SP","2019-02-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2405,"ATIVO","PESSOA JURÍDICA","SEME SERVIÇOS MEDICOS ESPECIALIZADOS LTDA","Iturama","MG","2019-04-08","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2365,"ATIVO","PESSOA JURÍDICA","CLINICA MEDICA SCANTAMBURLO LTDA","Monte Aprazivel","SP","2019-03-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2585,"ATIVO","PESSOA JURÍDICA","CASA DE SAUDE E MATERNIDADE NOSSA S APARECIDA LTDA","Iturama","MG","2019-05-29","Rede Prestadora Contratualizada - Uberaba - XML","Hospital"
2155,"ATIVO","PESSOA JURÍDICA","S.A.L.V.E.-SERVICO AVANC.LASER VASC.ENDOV.S/S LTDA","Sao Jose do Rio Preto","SP","2016-05-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2315,"ATIVO","PESSOA JURÍDICA","CRIDI - SERVICOS MEDICOS S/S LTDA","Barretos","SP","2019-02-14","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2126,"ATIVO","PESSOA JURÍDICA","M. G. F. ORTOPEDIA LTDA","Sao Jose do Rio Preto","SP","2019-01-18","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2258,"INATIVO","PESSOA JURÍDICA","MEDICINA HIPERBARICA RIO PRETO LTDA","Sao Jose do Rio Preto","SP","2018-07-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2329,"INATIVO","PESSOA JURÍDICA","CLINICA MEDICA EBERSON HATAYAMA LTDA","Tanabi","SP","2018-08-31","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2583,"ATIVO","PESSOA JURÍDICA","CLINICA MEDICA BORTOLETO - EIRELI","Iturama","MG","2019-05-28","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2666,"INATIVO","PESSOA JURÍDICA","MARCELA PEREIRA MARTINEZ - ME","Auriflama","SP","2019-08-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2413,"ATIVO","PESSOA JURÍDICA","BOCAFOLI BENEZ SERVIÇOS OFTALMOLOGICOS LTDA","Fernandopolis","SP","2019-09-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2411,"ATIVO","PESSOA JURÍDICA","MARCHIORI & CORTEZ LTDA","Fernandopolis","SP","2019-09-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica de Fisioterapia"
2671,"INATIVO","PESSOA JURÍDICA","DUARTE & ALBUQUERQUE SERVIÇOS MEDICOS LTDA","Fernandopolis","SP","2019-09-25","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2667,"ATIVO","PESSOA JURÍDICA","ULIANA - CLINICA MEDICA S/S LTDA","Fernandopolis","SP","2019-09-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2668,"ATIVO","PESSOA JURÍDICA","ULTRA VISION YASUDA SERVIÇOS MEDICOS S/S LTDA","Fernandopolis","SP","2019-09-16","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2621,"ATIVO","PESSOA JURÍDICA","CLIN PSICO PSICANALISE PATRICIA AMORIM DIAS EIRELI","Sao Jose do Rio Preto","SP","2019-12-12","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2350,"ATIVO","PESSOA JURÍDICA","ONEIDA NUNES BORGES BASTOS - ME","Itapagipe","MG","2018-02-27","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Laboratório"
2380,"ATIVO","PESSOA JURÍDICA","OPN SERVIÇOS MEDICOS EIRELI","Monte Aprazivel","SP","2019-04-10","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2602,"ATIVO","PESSOA JURÍDICA","MEDICLIN S/S LTDA","Fernandopolis","SP","2019-08-08","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2480,"ATIVO","PESSOA JURÍDICA","AH & HC SERVICOS MEDICOS S/S LTDA - ME","Sao Jose do Rio Preto","SP","2018-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2441,"ATIVO","PESSOA JURÍDICA","CLINICA REUMATO CERA EIRELI","Sao Jose do Rio Preto","SP","2017-05-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2489,"ATIVO","PESSOA JURÍDICA","CRISTINA LIMA E SILVA","Iturama","MG","2017-07-03","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2176,"ATIVO","PESSOA JURÍDICA","SILVA & CANOVAS SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2017-10-09","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2269,"ATIVO","PESSOA JURÍDICA","CENTRO DO IDOSO E MED. OCUPAC. LTDA-ME","Mirassol","SP","2017-07-05","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2511,"INATIVO","PESSOA JURÍDICA","JESSICA FERNANDA DE ASSIS PUPO PSICOLOGIA - ME","Mirassol","SP","2018-12-19","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2598,"ATIVO","PESSOA JURÍDICA","RESPIRAR CLINICA MEDICA EIRELI","Jales","SP","2019-08-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2599,"INATIVO","PESSOA JURÍDICA","TATIANE PONTES DOS SANTOS - ME","Santa Fe do Sul","SP","2019-08-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2600,"ATIVO","PESSOA JURÍDICA","FAIDIGA CLINICA MEDICA E CIRURGICA S/S LTDA","Fernandopolis","SP","2019-08-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2401,"ATIVO","PESSOA JURÍDICA","MARIANA CAMERAO RODRIGUES - ME","Potirendaba","SP","2019-10-07","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2410,"ATIVO","PESSOA JURÍDICA","DE SOUZA & DE SOUZA CLINICA MEDICA LTDA","Jales","SP","2019-09-06","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2570,"ATIVO","PESSOA JURÍDICA","INSTITUTO DE GASTROENTEROLOGIA MAMEDE LTDA","Iturama","MG","2019-02-18","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2492,"INATIVO","PESSOA JURÍDICA","M G PASSARINI CLINICA DE PSICOLOGIA","Sao Jose do Rio Preto","SP","2019-01-29","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2355,"ATIVO","PESSOA JURÍDICA","CENTRO DE REABILITACAO CARDIACA ORTOPEDICA E NUTRICIONAL LTDA","Jales","SP","2021-06-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2475,"ATIVO","PESSOA JURÍDICA","MAURICIO DIEB BORGES - ME","Frutal","MG","2018-11-27","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2174,"ATIVO","PESSOA JURÍDICA","ROSA & RUDOLPH SERVICOS MEDICOS LTDA","Sao Jose do Rio Preto","SP","2017-02-16","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2469,"INATIVO","PESSOA JURÍDICA","BRD SERVICOS MEDICOS LTDA ME","Jales","SP","2018-08-20","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
2314,"ATIVO","PESSOA JURÍDICA","LEADNA ARROIO RUY PSICOLOGIA - ME","Fernandopolis","SP","2019-02-01","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Terapêutica"
2477,"INATIVO","PESSOA JURÍDICA","ROSA MARIA LEAL & CIA LTDA","Iturama","MG","2019-05-21","Rede Prestadora Contratualizada - Uberaba - Apresentação Automática","Clínica Médica"
2476,"ATIVO","PESSOA JURÍDICA","CLINICA MEDICA GASTRO BARIATRICA BARRETOS LTDA","Barretos","SP","2019-05-17","Rede Prestadora Contratualizada - Rio Preto - Apresentação Automática","Clínica Médica"
